지표연도,시도,시군구,지표명,분모(명),분자(명),지표값(퍼센트)
2006,부산광역시,서구,1차일반생애검진수검률,41084,21675,52.76
2006,부산광역시,동구,1차일반생애검진수검률,32249,16949,52.56
2006,부산광역시,영도구,1차일반생애검진수검률,47864,27541,57.54
2006,부산광역시,부산진구,1차일반생애검진수검률,124358,70815,56.94
2006,부산광역시,동래구,1차일반생애검진수검률,84766,49450,58.34
2006,부산광역시,남구,1차일반생애검진수검률,90550,51857,57.27
2006,부산광역시,북구,1차일반생애검진수검률,95867,57999,60.5
2006,부산광역시,해운대구,1차일반생애검진수검률,117949,68502,58.08
2006,부산광역시,사하구,1차일반생애검진수검률,109759,65015,59.23
2006,부산광역시,금정구,1차일반생애검진수검률,81292,47571,58.52
2006,부산광역시,강서구,1차일반생애검진수검률,17336,8982,51.81
2006,부산광역시,연제구,1차일반생애검진수검률,66794,39460,59.08
2006,부산광역시,수영구,1차일반생애검진수검률,54357,30320,55.78
2006,부산광역시,사상구,1차일반생애검진수검률,81695,48670,59.58
2006,부산광역시,기장군,1차일반생애검진수검률,24340,13715,56.35
2006,대구광역시,중구,1차일반생애검진수검률,25051,12561,50.14
2006,대구광역시,동구,1차일반생애검진수검률,100447,56837,56.58
2006,대구광역시,서구,1차일반생애검진수검률,74160,41120,55.45
2006,대구광역시,남구,1차일반생애검진수검률,54562,29636,54.32
2006,대구광역시,북구,1차일반생애검진수검률,132640,76625,57.77
2006,대구광역시,수성구,1차일반생애검진수검률,129136,73574,56.97
2006,대구광역시,달서구,1차일반생애검진수검률,171695,101548,59.14
2006,대구광역시,달성군,1차일반생애검진수검률,47898,29530,61.65
2006,인천광역시,중구,1차일반생애검진수검률,29147,14967,51.35
2006,인천광역시,동구,1차일반생애검진수검률,24140,13483,55.85
2006,인천광역시,남구,1차일반생애검진수검률,125649,68335,54.39
2006,인천광역시,연수구,1차일반생애검진수검률,79339,48107,60.63
2006,인천광역시,남동구,1차일반생애검진수검률,112569,64019,56.87
2006,인천광역시,부평구,1차일반생애검진수검률,163129,89096,54.62
2006,인천광역시,계양구,1차일반생애검진수검률,93922,50570,53.84
2006,인천광역시,서구,1차일반생애검진수검률,107273,59619,55.58
2006,인천광역시,강화군,1차일반생애검진수검률,21924,11832,53.97
2006,인천광역시,옹진군,1차일반생애검진수검률,5155,2412,46.79
2006,광주광역시,동구,1차일반생애검진수검률,34432,17501,50.83
2006,광주광역시,서구,1차일반생애검진수검률,85947,49312,57.37
2006,광주광역시,남구,1차일반생애검진수검률,62009,34257,55.25
2006,광주광역시,북구,1차일반생애검진수검률,125532,70647,56.28
2006,광주광역시,광산구,1차일반생애검진수검률,82490,49610,60.14
2006,대전광역시,동구,1차일반생애검진수검률,68222,38833,56.92
2006,대전광역시,중구,1차일반생애검진수검률,79367,46400,58.46
2006,대전광역시,서구,1차일반생애검진수검률,149873,92378,61.64
2006,대전광역시,유성구,1차일반생애검진수검률,64757,42214,65.19
2006,대전광역시,대덕구,1차일반생애검진수검률,64211,38974,60.7
2006,울산광역시,중구,1차일반생애검진수검률,73465,44713,60.86
2006,울산광역시,남구,1차일반생애검진수검률,109936,67812,61.68
2006,울산광역시,동구,1차일반생애검진수검률,63809,46594,73.02
2006,울산광역시,북구,1차일반생애검진수검률,47086,33322,70.77
2006,울산광역시,울주군,1차일반생애검진수검률,55306,34153,61.75
2006,경기도,수원시장안구,1차일반생애검진수검률,80994,45826,56.58
2006,경기도,수원시권선구,1차일반생애검진수검률,83725,47317,56.51
2006,경기도,수원시팔달구,1차일반생애검진수검률,65397,35074,53.63
2006,경기도,수원시영통구,1차일반생애검진수검률,75262,48381,64.28
2006,경기도,성남시수정구,1차일반생애검진수검률,73379,35916,48.95
2006,경기도,성남시중원구,1차일반생애검진수검률,75701,37913,50.08
2006,경기도,성남시분당구,1차일반생애검진수검률,131933,70907,53.74
2006,경기도,의정부시,1차일반생애검진수검률,111376,56863,51.05
2006,경기도,안양시만안구,1차일반생애검진수검률,79425,44579,56.13
2006,경기도,안양시동안구,1차일반생애검진수검률,103943,59151,56.91
2006,경기도,부천시원미구,1차일반생애검진수검률,130732,74353,56.87
2006,경기도,부천시소사구,1차일반생애검진수검률,64797,34494,53.23
2006,경기도,부천시오정구,1차일반생애검진수검률,51083,25702,50.31
2006,경기도,광명시,1차일반생애검진수검률,94469,51728,54.76
2006,경기도,평택시,1차일반생애검진수검률,118380,69932,59.07
2006,경기도,동두천시,1차일반생애검진수검률,23256,11783,50.67
2006,경기도,안산시상록구,1차일반생애검진수검률,98218,50676,51.6
2006,경기도,안산시단원구,1차일반생애검진수검률,98707,57756,58.51
2006,경기도,고양시덕양구,1차일반생애검진수검률,109327,56045,51.26
2006,경기도,고양시일산동구,1차일반생애검진수검률,63840,33540,52.54
2006,경기도,고양시일산서구,1차일반생애검진수검률,79341,43361,54.65
2006,경기도,과천시,1차일반생애검진수검률,17455,9124,52.27
2006,경기도,구리시,1차일반생애검진수검률,52233,26567,50.86
2006,경기도,남양주시,1차일반생애검진수검률,122127,61203,50.11
2006,경기도,오산시,1차일반생애검진수검률,39222,24629,62.79
2006,경기도,시흥시,1차일반생애검진수검률,110201,59869,54.33
2006,경기도,군포시,1차일반생애검진수검률,81246,48263,59.4
2006,경기도,의왕시,1차일반생애검진수검률,43078,23370,54.25
2006,경기도,하남시,1차일반생애검진수검률,38809,19877,51.22
2006,경기도,용인시처인구,1차일반생애검진수검률,57257,31056,54.24
2006,경기도,용인시기흥구,1차일반생애검진수검률,64450,36336,56.38
2006,경기도,용인시수지구,1차일반생애검진수검률,74657,39170,52.47
2006,경기도,파주시,1차일반생애검진수검률,77231,40838,52.88
2006,경기도,이천시,1차일반생애검진수검률,59260,32753,55.27
2006,경기도,안성시,1차일반생애검진수검률,49565,29413,59.34
2006,경기도,김포시,1차일반생애검진수검률,61734,33025,53.5
2006,경기도,화성시,1차일반생애검진수검률,96361,58356,60.56
2006,경기도,광주시,1차일반생애검진수검률,61495,31614,51.41
2006,경기도,양주시,1차일반생애검진수검률,44856,24401,54.4
2006,경기도,포천시,1차일반생애검진수검률,44520,22425,50.37
2006,경기도,여주군,1차일반생애검진수검률,31507,16597,52.68
2006,경기도,연천군,1차일반생애검진수검률,13276,6900,51.97
2006,경기도,가평군,1차일반생애검진수검률,16114,8710,54.05
2006,경기도,양평군,1차일반생애검진수검률,26454,13164,49.76
2006,강원도,춘천시,1차일반생애검진수검률,75702,44207,58.4
2006,강원도,원주시,1차일반생애검진수검률,85345,49202,57.65
2006,강원도,강릉시,1차일반생애검진수검률,69513,39905,57.41
2006,강원도,동해시,1차일반생애검진수검률,28503,16184,56.78
2006,강원도,태백시,1차일반생애검진수검률,17839,11209,62.83
2006,강원도,속초시,1차일반생애검진수검률,24993,11714,46.87
2006,강원도,삼척시,1차일반생애검진수검률,23883,14928,62.5
2006,강원도,홍천군,1차일반생애검진수검률,21825,12789,58.6
2006,강원도,횡성군,1차일반생애검진수검률,14326,8391,58.57
2006,강원도,영월군,1차일반생애검진수검률,14235,8542,60.01
2006,강원도,평창군,1차일반생애검진수검률,14829,7934,53.5
2006,강원도,정선군,1차일반생애검진수검률,15478,9396,60.71
2006,강원도,철원군,1차일반생애검진수검률,12983,6591,50.77
2006,강원도,화천군,1차일반생애검진수검률,5635,2840,50.4
2006,강원도,양구군,1차일반생애검진수검률,5505,2828,51.37
2006,강원도,인제군,1차일반생애검진수검률,8217,4498,54.74
2006,강원도,고성군,1차일반생애검진수검률,9595,4972,51.82
2006,강원도,양양군,1차일반생애검진수검률,9053,4779,52.79
2006,충청북도,청주시상당구,1차일반생애검진수검률,76991,48428,62.9
2006,충청북도,청주시흥덕구,1차일반생애검진수검률,113972,73737,64.7
2006,충청북도,충주시,1차일반생애검진수검률,62469,36572,58.54
2006,충청북도,제천시,1차일반생애검진수검률,43066,25953,60.26
2006,충청북도,청원군,1차일반생애검진수검률,37872,24190,63.87
2006,충청북도,보은군,1차일반생애검진수검률,12423,7327,58.98
2006,충청북도,옥천군,1차일반생애검진수검률,18420,12493,67.82
2006,충청북도,영동군,1차일반생애검진수검률,17640,11363,64.42
2006,충청북도,증평군,1차일반생애검진수검률,9347,5859,62.68
2006,충청북도,진천군,1차일반생애검진수검률,20686,14185,68.57
2006,충청북도,괴산군,1차일반생애검진수검률,13690,8714,63.65
2006,충청북도,음성군,1차일반생애검진수검률,28354,18261,64.4
2006,충청북도,단양군,1차일반생애검진수검률,11359,6723,59.19
2006,충청남도,천안시,1차일반생애검진수검률,161965,101086,62.41
2006,충청남도,공주시,1차일반생애검진수검률,41245,24087,58.4
2006,충청남도,보령시,1차일반생애검진수검률,33059,18912,57.21
2006,충청남도,아산시,1차일반생애검진수검률,70006,44320,63.31
2006,충청남도,서산시,1차일반생애검진수검률,46510,26573,57.13
2006,충청남도,논산시,1차일반생애검진수검률,39376,21479,54.55
2006,충청남도,계룡시,1차일반생애검진수검률,5941,3587,60.38
2006,충청남도,금산군,1차일반생애검진수검률,18610,10280,55.24
2006,충청남도,연기군,1차일반생애검진수검률,26746,16972,63.46
2006,충청남도,부여군,1차일반생애검진수검률,26051,15514,59.55
2006,충청남도,서천군,1차일반생애검진수검률,21180,12521,59.12
2006,충청남도,청양군,1차일반생애검진수검률,11888,7550,63.51
2006,충청남도,홍성군,1차일반생애검진수검률,29041,15370,52.93
2006,충청남도,예산군,1차일반생애검진수검률,29020,15449,53.24
2006,충청남도,태안군,1차일반생애검진수검률,20656,11099,53.73
2006,충청남도,당진군,1차일반생애검진수검률,39534,22937,58.02
2006,전라북도,전주시완산구,1차일반생애검진수검률,100133,59418,59.34
2006,전라북도,전주시덕진구,1차일반생애검진수검률,79730,47903,60.08
2006,전라북도,군산시,1차일반생애검진수검률,76408,42970,56.24
2006,전라북도,익산시,1차일반생애검진수검률,91435,52176,57.06
2006,전라북도,정읍시,1차일반생애검진수검률,37091,20441,55.11
2006,전라북도,남원시,1차일반생애검진수검률,28485,15882,55.76
2006,전라북도,김제시,1차일반생애검진수검률,30506,17300,56.71
2006,전라북도,완주군,1차일반생애검진수검률,25852,15502,59.96
2006,전라북도,진안군,1차일반생애검진수검률,9643,6075,63
2006,전라북도,무주군,1차일반생애검진수검률,8732,5677,65.01
2006,전라북도,장수군,1차일반생애검진수검률,8115,5159,63.57
2006,전라북도,임실군,1차일반생애검진수검률,10760,6192,57.55
2006,전라북도,순창군,1차일반생애검진수검률,10524,5765,54.78
2006,전라북도,고창군,1차일반생애검진수검률,20035,10551,52.66
2006,전라북도,부안군,1차일반생애검진수검률,19535,10082,51.61
2006,전라남도,목포시,1차일반생애검진수검률,65795,37449,56.92
2006,전라남도,여수시,1차일반생애검진수검률,88589,51439,58.06
2006,전라남도,순천시,1차일반생애검진수검률,78646,46129,58.65
2006,전라남도,나주시,1차일반생애검진수검률,29310,16798,57.31
2006,전라남도,광양시,1차일반생애검진수검률,41333,28013,67.77
2006,전라남도,담양군,1차일반생애검진수검률,16177,9411,58.18
2006,전라남도,곡성군,1차일반생애검진수검률,10873,6452,59.34
2006,전라남도,구례군,1차일반생애검진수검률,9310,5686,61.07
2006,전라남도,고흥군,1차일반생애검진수검률,27445,15385,56.06
2006,전라남도,보성군,1차일반생애검진수검률,17603,10451,59.37
2006,전라남도,화순군,1차일반생애검진수검률,22089,12706,57.52
